ENTREZID,ENSEMBL,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
1847,ENSG00000138166,DUSP5,dual specificity phosphatase 5,0.761701582,6.268286874,20.54596131,4.92E-06,0.000697808,4.925750845
90333,ENSG00000204604,ZNF468,zinc finger protein 468,-2.206020683,4.032546808,-21.76436103,4.94E-06,0.000697808,5.160857793
7181,ENSG00000120798,NR2C1,nuclear receptor subfamily 2 group C member 1,-2.268895147,4.77406695,-21.62144853,5.10E-06,0.000716748,5.066874317
5546,ENSG00000143294,PRCC,proline rich mitotic checkpoint control factor,0.696575305,5.917952249,19.94217933,5.13E-06,0.000717496,4.8687658
101927027,ENSG00000223960,CHROMR,cholesterol induced regulator of metabolism RNA,-3.051212679,2.311032459,-21.56764747,5.16E-06,0.000718291,5.155202951
152815,ENSG00000174796,THAP6,THAP domain containing 6,-0.979903926,3.769610096,-20.1084796,5.27E-06,0.000729643,5.025292315
387119,ENSG00000111860,CEP85L,centrosomal protein 85 like,-1.461190107,2.079276544,-19.95103885,5.33E-06,0.000732114,5.115822208
51122,ENSG00000114744,COMMD2,COMM domain containing 2,-0.721468381,5.065778508,-19.71633304,5.34E-06,0.000732114,4.872740557
11163,ENSG00000173598,NUDT4,nudix hydrolase 4,-1.409930617,6.029698986,-21.36426104,5.40E-06,0.000737378,4.902583535
7515,ENSG00000073050,XRCC1,X-ray repair cross complementing 1,0.794139892,4.724174776,19.79176778,5.47E-06,0.000742771,4.882813343
51586,ENSG00000099917,MED15,mediator complex subunit 15,1.143993338,7.390337444,21.26131765,5.53E-06,0.000747547,4.829481965
7019,ENSG00000108064,TFAM,"transcription factor A, mitochondrial",-0.851684831,6.133091026,-20.55276989,5.56E-06,0.000748054,4.822883843
2707,ENSG00000188910,GJB3,gap junction protein beta 3,1.436616111,6.438496436,21.12666863,5.70E-06,0.000763503,4.824170299
26277,ENSG00000092330,TINF2,TERF1 interacting nuclear factor 2,0.656503794,5.233942101,19.43661667,5.73E-06,0.000764478,4.778739628
26013,ENSG00000185513,L3MBTL1,L3MBTL histone methyl-lysine binding protein 1,-2.77445245,2.295581332,-21.06746812,5.78E-06,0.000765759,5.05506594
1291,ENSG00000142156,COL6A1,collagen type VI alpha 1 chain,1.925441347,6.041527646,21.05221337,5.80E-06,0.000765759,4.827899639
113251,ENSG00000161813,LARP4,La ribonucleoprotein 4,-1.299501302,6.155105549,-21.02120339,5.84E-06,0.000767644,4.807200932
27037,ENSG00000099899,TRMT2A,tRNA methyltransferase 2 homolog A,1.704676934,5.229102972,20.97380821,5.90E-06,0.000769196,4.853786666
55326,ENSG00000155189,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,-0.645877798,4.996592316,-19.29387199,5.95E-06,0.000769196,4.754277983
7077,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2,1.065141174,8.041338626,20.86365463,6.05E-06,0.000769196,4.715478393
114327,ENSG00000096093,EFHC1,EF-hand domain containing 1,-2.106439983,3.426830851,-20.85621059,6.07E-06,0.000769196,4.984978522
55320,ENSG00000129534,MIS18BP1,MIS18 binding protein 1,-1.749660514,5.285633496,-20.84887393,6.08E-06,0.000769196,4.81862985
254042,ENSG00000172878,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial",-1.173483231,3.881532487,-20.3911882,6.09E-06,0.000769196,4.90107965
90850,ENSG00000167962,ZNF598,"zinc finger protein 598, E3 ubiquitin ligase",0.849287867,7.071230924,20.39571839,6.10E-06,0.000769196,4.696566083
54795,ENSG00000130529,TRPM4,transient receptor potential cation channel subfamily M member 4,0.893352156,6.31377153,20.44768339,6.11E-06,0.000769196,4.724018371
81603,ENSG00000171206,TRIM8,tripartite motif containing 8,1.071320726,7.611744516,20.81331601,6.13E-06,0.000769196,4.707912712
221749,ENSG00000168994,PXDC1,PX domain containing 1,1.06705901,5.459502334,20.78331212,6.17E-06,0.000769196,4.779703332
55916,ENSG00000101888,NXT2,nuclear transport factor 2 like export factor 2,-1.079346779,5.267366866,-20.78038395,6.17E-06,0.000769196,4.791686788
4296,ENSG00000173327,MAP3K11,mitogen-activated protein kinase kinase kinase 11,0.860854972,6.744355634,20.35684296,6.18E-06,0.000769196,4.693176924
51426,ENSG00000122008,POLK,DNA polymerase kappa,-1.319192412,4.766739992,-20.68258518,6.31E-06,0.000782953,4.806741278
57696,ENSG00000111364,DDX55,DEAD-box helicase 55,-1.283319981,3.993864157,-20.62357088,6.36E-06,0.000785224,4.86487607
147166,ENSG00000291110,TRIM16L,tripartite motif containing 16 like (pseudogene),0.447230033,8.219604855,18.98760307,6.45E-06,0.000792755,4.539865808
3996,ENSG00000131899,LLGL1,LLGL scribble cell polarity complex component 1,0.582269686,6.509359887,18.92985113,6.55E-06,0.000801509,4.558411467
7678,ENSG00000196418,ZNF124,zinc finger protein 124,-1.700773332,1.197039844,-18.91285976,6.58E-06,0.000801678,4.854449689
6844,ENSG00000220205,VAMP2,vesicle associated membrane protein 2,1.101396066,5.712618091,20.45841493,6.65E-06,0.000806354,4.678928282
81621,ENSG00000107821,KAZALD1,Kazal type serine peptidase inhibitor domain 1,1.372695881,4.245059906,20.43621005,6.69E-06,0.000806354,4.788717255
285331,ENSG00000180376,CCDC66,coiled-coil domain containing 66,-1.930179067,2.655168422,-20.40085093,6.75E-06,0.000806354,4.911598792
56916,ENSG00000163104,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",-1.125432473,4.856995895,-20.39333968,6.76E-06,0.000806354,4.719998987
4931,ENSG00000143748,NVL,nuclear VCP like,-0.758221208,5.709781905,-19.34883467,6.76E-06,0.000806354,4.596849374
100093631,ENSG00000233369,GTF2IP4,general transcription factor IIi pseudogene 4,-0.958559924,5.378128421,-20.03813159,6.87E-06,0.000812951,4.645864177
144348,ENSG00000179195,ZNF664,zinc finger protein 664,-1.387185341,6.945255255,-20.31202183,6.89E-06,0.000812951,4.590574867
2122,ENSG00000085276,MECOM,MDS1 and EVI1 complex locus,-2.471911896,2.942299251,-20.3050453,6.90E-06,0.000812951,4.884479671
3656,ENSG00000134070,IRAK2,interleukin 1 receptor associated kinase 2,1.424429481,6.650244136,20.25460112,6.98E-06,0.000819341,4.584690834
55165,ENSG00000138180,CEP55,centrosomal protein 55,-1.502940388,4.570485059,-20.22682646,7.03E-06,0.000821375,4.707283081
115290,ENSG00000269190,FBXO17,F-box protein 17,0.981604009,4.135027095,19.39247647,7.16E-06,0.000832701,4.67531341
79811,ENSG00000137776,SLTM,SAFB like transcription modulator,-1.097153562,6.151265556,-20.09928003,7.25E-06,0.000832701,4.559541288
254427,ENSG00000148426,PROSER2,proline and serine rich 2,1.770119007,6.725081093,20.0630406,7.31E-06,0.000832701,4.533255523
3910,ENSG00000112769,LAMA4,laminin subunit alpha 4,-1.645940567,4.345044783,-20.06130056,7.31E-06,0.000832701,4.68746162
9342,ENSG00000099940,SNAP29,synaptosome associated protein 29,1.752194481,5.994525516,20.04148609,7.35E-06,0.000832701,4.55830486
1534,ENSG00000008283,CYB561,cytochrome b561,0.48420521,5.598192219,18.49909661,7.35E-06,0.000832701,4.471674506
29110,ENSG00000183735,TBK1,TANK binding kinase 1,-1.293156089,4.757501126,-20.02609991,7.37E-06,0.000832701,4.632717935
122945,ENSG00000165555,NOXRED1,NADP dependent oxidoreductase domain containing 1,-1.422277967,2.283644943,-19.01894931,7.44E-06,0.000832701,4.789090432
255738,ENSG00000169174,PCSK9,proprotein convertase subtilisin/kexin type 9,1.22697919,6.238791948,19.9794566,7.46E-06,0.000832701,4.523611853
7767,ENSG00000267680,ZNF224,zinc finger protein 224,-1.567927039,2.435310449,-19.47261912,7.47E-06,0.000832701,4.796367265
170961,ENSG00000089847,ANKRD24,ankyrin repeat domain 24,2.053587511,1.558940539,19.49815631,7.48E-06,0.000832701,4.771937581
5523,ENSG00000073711,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha,-1.034275868,4.939753643,-19.8366849,7.49E-06,0.000832701,4.588443278
55832,ENSG00000111530,CAND1,cullin associated and neddylation dissociated 1,-1.024430634,7.234770249,-19.94591904,7.52E-06,0.000832701,4.479858175
1717,ENSG00000172893,DHCR7,7-dehydrocholesterol reductase,1.840828991,8.112666612,19.90152667,7.60E-06,0.000832701,4.455871057
23645,ENSG00000087074,PPP1R15A,protein phosphatase 1 regulatory subunit 15A,1.727860628,7.124409152,19.89076378,7.62E-06,0.000832701,4.472606311
58517,ENSG00000119707,RBM25,RNA binding motif protein 25,-1.658659189,6.429620777,-19.88176677,7.64E-06,0.000832701,4.4933089
23038,ENSG00000142784,WDTC1,WD and tetratricopeptide repeats 1,0.83013072,6.639449105,19.49145108,7.65E-06,0.000832701,4.452038245
6829,ENSG00000196235,SUPT5H,"SPT5 homolog, DSIF elongation factor subunit",0.992647103,7.396934277,19.86802322,7.66E-06,0.000832701,4.454547171
1373,ENSG00000021826,CPS1,carbamoyl-phosphate synthase 1,-2.554251542,1.723583611,-19.85617986,7.68E-06,0.000832701,4.750492256
9762,ENSG00000088899,LZTS3,leucine zipper tumor suppressor family member 3,1.43632441,5.961185591,19.81865965,7.75E-06,0.000837116,4.494564117
53834,ENSG00000127418,FGFRL1,fibroblast growth factor receptor like 1,0.885969213,5.319971951,19.30028936,7.86E-06,0.000842596,4.484103305
9791,ENSG00000156471,PTDSS1,phosphatidylserine synthase 1,0.572319466,6.47407721,18.25239314,7.86E-06,0.000842596,4.350005411
10274,ENSG00000118007,STAG1,STAG1 cohesin complex component,-1.239722941,4.630103179,-19.74327785,7.90E-06,0.000842986,4.565798731
84861,ENSG00000099910,KLHL22,kelch like family member 22,1.576360879,4.152339246,19.72328045,7.94E-06,0.000843932,4.612754471
151887,ENSG00000091986,CCDC80,coiled-coil domain containing 80,2.126273873,4.797773456,19.68780377,8.00E-06,0.000847953,4.556761795
2801,ENSG00000167110,GOLGA2,golgin A2,0.865785943,7.624167595,19.56857591,8.06E-06,0.000847953,4.385464614
91523,ENSG00000179715,PCED1B,PC-esterase domain containing 1B,-1.448084192,4.241460387,-19.65025117,8.08E-06,0.000847953,4.581556748
80184,ENSG00000198707,CEP290,centrosomal protein 290,-2.164139965,4.450267352,-19.64296591,8.09E-06,0.000847953,4.579553439
64600,ENSG00000158786,PLA2G2F,phospholipase A2 group IIF,-1.750725907,2.434813579,-19.50199543,8.19E-06,0.000853053,4.715838236
23710,ENSG00000139112,GABARAPL1,GABA type A receptor associated protein like 1,1.190195915,5.991748274,19.58851166,8.20E-06,0.000853053,4.426197868
5724,ENSG00000169403,PTAFR,platelet activating factor receptor,1.406266099,4.625988494,19.52396758,8.33E-06,0.000860537,4.508602276
7637,ENSG00000198040,ZNF84,zinc finger protein 84,-2.168098124,3.862474859,-19.52330212,8.33E-06,0.000860537,4.605717926
2683,ENSG00000086062,B4GALT1,"beta-1,4-galactosyltransferase 1",0.868227863,8.243899469,19.47973735,8.38E-06,0.000861947,4.338183647
157506,ENSG00000121039,RDH10,retinol dehydrogenase 10,-1.537668506,4.748815942,-19.44606091,8.49E-06,0.000867262,4.479444954
23142,ENSG00000109184,DCUN1D4,defective in cullin neddylation 1 domain containing 4,-0.972965102,4.425507393,-18.9645908,8.54E-06,0.000867262,4.465239861
338324,ENSG00000184330,S100A7A,S100 calcium binding protein A7A,4.016802545,-3.223162152,18.39073473,8.59E-06,0.000867262,3.536466161
23137,ENSG00000198887,SMC5,structural maintenance of chromosomes 5,-1.234237629,5.142567139,-19.39477436,8.60E-06,0.000867262,4.426630909
8411,ENSG00000102189,EEA1,early endosome antigen 1,-1.570182681,4.37284616,-19.38778781,8.62E-06,0.000867262,4.499502071
5411,ENSG00000100941,PNN,"pinin, desmosome associated protein",-1.260895135,6.769414068,-19.36494477,8.67E-06,0.000867262,4.331409149
11274,ENSG00000184979,USP18,ubiquitin specific peptidase 18,1.999415294,2.851081751,19.35215632,8.69E-06,0.000867262,4.641234445
54414,ENSG00000110013,SIAE,sialic acid acetylesterase,0.678263047,4.887047499,17.87216002,8.74E-06,0.000867262,4.327585536
22818,ENSG00000111481,COPZ1,COPI coat complex subunit zeta 1,-0.491233343,6.304614463,-17.86768382,8.75E-06,0.000867262,4.234449715
140890,ENSG00000153914,SREK1,splicing regulatory glutamic acid and lysine rich protein 1,-1.517281663,5.713370656,-19.32068703,8.76E-06,0.000867262,4.370291545
54662,ENSG00000107021,TBC1D13,TBC1 domain family member 13,0.580784094,5.845398748,17.85956214,8.77E-06,0.000867262,4.25566143
57787,ENSG00000007047,MARK4,microtubule affinity regulating kinase 4,1.227225375,5.772276975,19.30535536,8.80E-06,0.000867262,4.358464781
93986,ENSG00000128573,FOXP2,forkhead box P2,-2.876325949,-0.184397559,-18.56749527,8.96E-06,0.000875195,4.277342808
134265,ENSG00000157510,AFAP1L1,actin filament associated protein 1 like 1,0.749830598,5.174640599,18.26354883,8.97E-06,0.000875195,4.308770256
9765,ENSG00000039319,ZFYVE16,zinc finger FYVE-type containing 16,-1.341033387,5.404725036,-19.21451108,9.00E-06,0.000875195,4.358058985
1889,ENSG00000117298,ECE1,endothelin converting enzyme 1,0.904883564,7.887801678,19.2033563,9.02E-06,0.000875195,4.25795413
55119,ENSG00000134186,PRPF38B,pre-mRNA processing factor 38B,-1.381389152,5.660096195,-19.19995076,9.03E-06,0.000875195,4.337353442
55297,ENSG00000123106,CCDC91,coiled-coil domain containing 91,-0.876582699,5.591454439,-18.87401623,9.10E-06,0.000876509,4.308748768
101928596,ENSG00000237707,LOC101928596,uncharacterized LOC101928596,1.676478408,4.397462675,19.13255097,9.18E-06,0.000876509,4.427927745
80344,ENSG00000100897,DCAF11,DDB1 and CUL4 associated factor 11,0.481116296,6.836595547,17.68878498,9.20E-06,0.000876509,4.155265833
55214,ENSG00000090530,P3H2,prolyl 3-hydroxylase 2,1.173900208,4.815636991,19.11931183,9.22E-06,0.000876509,4.373431818
39,ENSG00000120437,ACAT2,acetyl-CoA acetyltransferase 2,1.550766344,5.621528184,19.11687729,9.22E-06,0.000876509,4.318101926
100289635,ENSG00000196458,ZNF605,zinc finger protein 605,-1.971173742,4.164075654,-19.10264888,9.25E-06,0.000876509,4.452913634
257415,ENSG00000234545,FAM133B,family with sequence similarity 133 member B,-1.227940359,4.198654327,-19.0763791,9.32E-06,0.000876509,4.421565039
100049613,NA,TRK-TTT3-4,tRNA-Lys (anticodon TTT) 3-4,2.333839439,-4.062139394,17.62280359,9.38E-06,0.000876509,3.357838467
168455,ENSG00000253276,CCDC71L,coiled-coil domain containing 71 like,1.953673731,6.372741738,19.03637784,9.41E-06,0.000876509,4.259601385
59274,ENSG00000140406,TLNRD1,talin rod domain containing 1,1.179692135,5.127518487,19.03437024,9.41E-06,0.000876509,4.323985749
79140,ENSG00000160050,CCDC28B,coiled-coil domain containing 28B,0.976411731,2.19740081,17.59636234,9.45E-06,0.000876509,4.52363746
162989,ENSG00000160570,DEDD2,death effector domain containing 2,0.825683705,5.276264247,18.44279801,9.52E-06,0.000876509,4.260793214
6901,ENSG00000102125,TAFAZZIN,"tafazzin, phospholipid-lysophospholipid transacylase",0.901627168,5.940039821,18.88910988,9.57E-06,0.000876509,4.244500046
4300,ENSG00000171843,MLLT3,MLLT3 super elongation complex subunit,-1.274226515,4.627264994,-18.95351015,9.61E-06,0.000876509,4.345528739
285704,ENSG00000174136,RGMB,repulsive guidance molecule BMP co-receptor b,1.460479931,5.189507398,18.9480974,9.62E-06,0.000876509,4.29903539
51133,ENSG00000136636,KCTD3,potassium channel tetramerization domain containing 3,-0.614803309,5.78380161,-17.55110707,9.65E-06,0.000876509,4.15221271
7879,ENSG00000075785,RAB7A,"RAB7A, member RAS oncogene family",0.489074378,8.604313212,17.52283215,9.65E-06,0.000876509,4.072377995
9755,ENSG00000198933,TBKBP1,TBK1 binding protein 1,0.75091544,4.142309326,17.55557569,9.68E-06,0.000876509,4.290344505
54584,ENSG00000185838,GNB1L,G protein subunit beta 1 like,2.384565158,3.698696479,18.90892186,9.72E-06,0.000876509,4.460484574
55704,ENSG00000115355,CCDC88A,coiled-coil domain containing 88A,-2.244650991,3.187764571,-18.88569463,9.78E-06,0.000876509,4.498694212
57179,ENSG00000122203,KIAA1191,KIAA1191,0.704950371,7.363226739,18.25140397,9.78E-06,0.000876509,4.128914123
83891,ENSG00000109762,SNX25,sorting nexin 25,-0.914176663,4.298440047,-18.26429652,9.80E-06,0.000876509,4.311257362
54908,ENSG00000040275,SPDL1,spindle apparatus coiled-coil protein 1,-1.452383726,4.316902071,-18.87159096,9.81E-06,0.000876509,4.356728125
91404,ENSG00000187231,SESTD1,SEC14 and spectrin domain containing 1,-1.806400695,5.443353725,-18.86277004,9.83E-06,0.000876509,4.262016653
147,ENSG00000170214,ADRA1B,adrenoceptor alpha 1B,1.246071387,3.479968849,18.70376116,9.88E-06,0.000876509,4.424678165
3574,ENSG00000104432,IL7,interleukin 7,-3.672879126,-3.378643119,-17.62220051,9.88E-06,0.000876509,3.460350822
5563,ENSG00000162409,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,-1.947150489,4.488231347,-18.83028147,9.92E-06,0.000876509,4.341569436
55287,ENSG00000088726,TMEM40,transmembrane protein 40,1.431763839,5.906904938,18.81838507,9.95E-06,0.000876509,4.212414815
10398,ENSG00000101335,MYL9,myosin light chain 9,2.835138636,3.978793644,18.81431382,9.96E-06,0.000876509,4.422085791
54806,ENSG00000135541,AHI1,Abelson helper integration site 1,-1.562528465,3.785936146,-18.80853666,9.97E-06,0.000876509,4.397690565
84765,ENSG00000161551,ZNF577,zinc finger protein 577,-1.247019181,1.708776472,-17.37930356,1.01E-05,0.000878137,4.479282033
5332,ENSG00000101333,PLCB4,phospholipase C beta 4,-1.510162131,3.242318909,-18.77244823,1.01E-05,0.000878137,4.44313368
80155,ENSG00000164134,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",-0.708959398,5.514687264,-17.831476,1.01E-05,0.000878137,4.148768419
51747,ENSG00000108848,LUC7L3,LUC7 like 3 pre-mRNA splicing factor,-2.453706315,6.92860438,-18.74216843,1.01E-05,0.000878137,4.158880479
4803,ENSG00000134259,NGF,nerve growth factor,4.183565347,2.819435032,18.73586081,1.02E-05,0.000878137,4.507356076
2590,ENSG00000143641,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,0.754773326,7.612003639,18.36733614,1.02E-05,0.000878137,4.09778152
347902,ENSG00000139211,AMIGO2,adhesion molecule with Ig like domain 2,-1.567987375,7.7943945,-18.69918623,1.03E-05,0.000879491,4.114041645
9879,ENSG00000145833,DDX46,DEAD-box helicase 46,-0.819729586,6.370458343,-18.45600592,1.03E-05,0.000879491,4.133083993
23193,ENSG00000089597,GANAB,glucosidase II alpha subunit,0.384698033,9.195548222,17.30171316,1.03E-05,0.000879491,3.994738716
28981,ENSG00000122970,IFT81,intraflagellar transport 81,-2.060919655,3.924640528,-18.65795453,1.04E-05,0.00088366,4.355373781
145282,ENSG00000151338,MIPOL1,mirror-image polydactyly 1,-1.648992381,3.764800585,-18.6458106,1.04E-05,0.000883774,4.356081871
6259,ENSG00000163785,RYK,receptor like tyrosine kinase,-0.545909096,6.812630127,-17.23239335,1.05E-05,0.000887743,4.005363823
1063,ENSG00000117724,CENPF,centromere protein F,-2.107159303,6.30312683,-18.60528686,1.05E-05,0.000887743,4.139119848
310,ENSG00000138279,ANXA7,annexin A7,0.407773022,7.868266086,17.20914596,1.06E-05,0.00089005,3.974748844
56169,ENSG00000147697,GSDMC,gasdermin C,1.778040947,1.433202466,17.85579957,1.06E-05,0.000892733,4.433060317
6091,ENSG00000169855,ROBO1,roundabout guidance receptor 1,-5.114727342,-2.663849581,-18.5492257,1.07E-05,0.000892733,3.490572479
151613,ENSG00000163728,TTC14,tetratricopeptide repeat domain 14,-2.111897512,4.631378968,-18.53551394,1.07E-05,0.000893274,4.246984563
25759,ENSG00000129946,SHC2,SHC adaptor protein 2,2.645627835,2.587173516,18.49902469,1.08E-05,0.000899124,4.44008978
84293,ENSG00000122378,PRXL2A,peroxiredoxin like 2A,0.844498947,5.994415959,18.29807168,1.09E-05,0.00090087,4.089874787
9531,ENSG00000151929,BAG3,BAG cochaperone 3,0.651158879,6.51322612,17.52235071,1.10E-05,0.000903764,3.99344667
